sentence,label
，我們或許都與男主角某人一樣，在不確定中求生存,沙丘
無意傷人，卻驚覺自己面對的不是開，滿真善美小白花的理想世界,沙丘
如果不想死，就學著活下來吧？學會強大的技能、足以自保，的心機，保護自己所愛的人不流眼淚,沙丘
，架空的異世界故事，說的卻是你我不陌生的權謀與人性,沙丘
，＿＿＿＿＿＿，當電影散場，片尾的字幕打上，我其實還愣著,沙丘
看得太投入，沒意識到兩個半鐘頭的電影，居然已完結,沙丘
，這兩個半鐘頭忘記自我的旅程，意猶未竟,沙丘
個人感想：沒看過小說，把故事的鋪陳用觀眾可以了解的方式呈現，也是導演功力的展現，電影讓我覺得枯燥，太多意義不明，不解釋前後關係的鋪陳，個人覺得非常無趣,沙丘
，雷文防雷資訊頁，一堆意義不明的長鏡頭，男主角莫名一直在看遠方，在大家快死光的時候看遠方，在大家質問他的時候不說話看遠方，我是他媽早就從後腦勺拍下去了，結果他媽還習以為常，一副我兒子挪吒上身大家等一下的樣子，結果也沒什麼東西上身，男主角的護衛大漢被捅了好幾刀都沒死，刀插在心臟還站起來英勇護主10分鐘,沙丘
，跟男主角單挑的黑人被小刀刺一下就死了，15秒就閉眼葛屁了，阿是在種族歧視ㄛ,沙丘
，槽點實在太多了，大家下飛船都要穿防暴盔甲怕被攻擊，就男主角裝逼穿黑西裝，大家也覺得習以為常班長：就你最特別，唯一的正常人就是張震不過也沒多正常,沙丘
，被一群沙漠土著圍剿：，媽媽：我們不能跟他們去，快走，男主角突然發表演講：從我的父親授予我這項任務開始，他的目的就不是…,沙丘
，省略3分鐘的演講，媽媽：喔好吧，啊旁邊的土著都安靜聽他講欸，這麼合群喔ﾟ∀ﾟ,沙丘
手機發文，排版若走鐘請見諒OTZ，★以下有雷★，今天總算在第一次在威秀泰坦廳看電影，先說，我在泰坦看覺得沒有畫面過暗的情況～音響也足夠震撼，好像很多人去看沙丘都是基於這套小說在科幻故事中有個傳奇地位，所以想要去看用現代電影技術怎麼還原小說的世界觀,沙丘
，不過我個人,沙丘
完全是衝著導演丹尼·維勒納夫,沙丘
，看到這裡應該大家都很清楚每個人的偏好不同，所以不喜也不用戰感恩的心～，因為非常喜歡銀翼殺手2049以及異星入境，所以，本來第一次無意間看到沙丘預告時，只覺得大概又是一個砸大錢然後還要討好華人找張震來演的大製作好萊塢電影，到過來發現他的導演是丹尼·維勒納夫，就決定：好我一定要進戲院看！，雖然很多人會不能理解為什麼電影拍很長但劇情卻普通，但我一直覺得看電影就是來看導演用一顆一顆鏡頭去堆疊氛圍，去讓觀眾隨著劇情的推進感受到角色們的情感,沙丘
，所以我個人很享受，那些好像跟劇情無關的畫面，因為會讓我覺得這個世界更完整，更能讓我有意願主動認識一個新世界，而不是強迫被塞一堆誰跟誰內鬥、關係不好的故事，甚至我也很喜歡整部電影的節奏，一開始帶點悠閒感，就像主角剛開始對自己將要面臨的變化有點困惑，但並沒有太多警戒，隨著來到厄拉克斯星，開始感受到各種被弄,沙丘
，然後突然就滅團了QAQ，滅團後的劇情一直都相當緊湊，雖然還是會有步調偏慢的場景，但看的時候會籠罩在主角跟他媽媽處在危險之中的緊繃心情，我連結尾，都很喜歡！，主角家族在一夕之間全沒了，媽媽急著要逃離厄拉克斯星，但主角卻果決得說出：他們就是要承接公爵的意志，帶領弗雷曼人脫離被侵略的局勢，正如同導演所說的，2021沙丘電影，只是這部作品的前菜，主角的挑戰與試煉才正要開始～，畢竟我是連《怪獸與牠們產地2》看完都超喜歡的人,沙丘
XD，這部電影也很常被大抱怨完全沒有重點，所以我看到這個結尾完全沒有不爽感,沙丘
，最後，出發看電影前也是被嚇得小緊張的配樂問題,沙丘
，雖然我不算是漢斯季默的粉絲，但我好喜歡沙丘的配樂啊～～，這個配樂完全打開我對電影的專注力,沙丘
把我吸進劇情裡面，彷彿像香料一樣，幫助我打開身體感官，更能享受這部電影所帶來的體驗，好，最後喜歡丹尼·維勒納夫導演的作品的人，我想沙丘應該不太可能讓你失望，絕對值得進戲院看～～，也希望電影可以順利拍第二部～～～,沙丘
從海報釋出後就一直期待著這部重新詮釋的經典，大衛林區抱歉惹～那部我就算用Netflix分段看都撐不下去，丹尼·維勒納夫的作品用IMAX大銀幕看就是舒服XD，還獲得美美海報兩張！耶～，導演承襲自己一貫的視覺風格，無論是文戲畫面透露的淡淡哀愁，或是飄散著香料的無垠沙漠壯闊美景，都是非常吸引人的看點，沙丘有著龐大世界觀的政治鬥爭主軸，但可能因為已經被後輩沿用基本元素了，可能會稍微無聊，最多人知道的應該就是冰與火，但厲害的是不用特別用旁白就能讓人理解角色間的背景和脈絡，只是角色太多了沒辦法讓演技派們有更多發揮空間，這一點滿可惜，不過瑕不掩瑜啦，題外話～哈維爾巴登吐口水那段好好笑XDDD，我特別喜歡的是某幾幕搭配漢斯季默的配樂，比如莊嚴慎重的交接典禮、迎接姐妹會修女，濃濃的異國民俗情調或略帶詭譎的宗教音樂，辣個睡在管風琴上的男人這次總算不再只有重低音了XD，當然漢斯拿手的刺激場景還是在水準之上，也加入不少自然音效，個人覺得蜻蜓飛行器實在帥呆了！，雖然不至於達到媒體吹捧的神作程度，可是對於大部頭作品的首集能交出這樣的內容，我已經非常滿意了，希望系列作後續能早日推出！，給你錢，快點做XD，再題外話一下，看完以後同行友人發現漢斯季默有音樂會演出，十月中要重啟售票，友人很猶豫要不要衝一波，各位覺得呢？,沙丘
雷文防雷資訊頁，觀影前有做過功課了，所以對於電影世界觀跟角色設定大概理解，也跟的上電影節奏,沙丘
但其中關於某人預知能力有點看不懂,沙丘
某人也說了自己預知能力不完全準確,沙丘
但電影最後跟弗雷曼人決鬥前，某人似乎預知到自己似乎應該要將對方視作朋友，跟隨朋友，並在預知中看見自己應該會被捅刀,沙丘
預知伴隨聲音叫他不要恐懼，並即將崛起,沙丘
，所以我一直以為某人會故意讓對方捅他，讓弗雷曼人認同他之類的走向,沙丘
，殊不知就以命換命了？！，而且某人對現實與預知不同也沒有特別驚訝和其他情緒，實在看得很困惑,沙丘
，目前爬文似乎也沒有類似的提問，麻煩版上神人提供解答了謝謝！,沙丘
雷文防雷資訊頁，其實我也說不上是沙丘粉，我對小說內容很陌生，對1984電影也不甚理解，但從小被家人，帶著打他幾乎是最後一款，於2001出世的遊戲皇權爭霸打了很久,沙丘
，家人甚至因為去看了這次沙丘電影重看了2次以上的1984版XDDD，在遊戲裡其實很多小說的內容都沒有，基本上可以當獨立於小說的作品，因為是即時戰略，，除了某人和某人，還把另個家族拉上來，局勢根本就是三國，遊戲裡在能造發電廠，造工廠的岩石以外的沙漠區域也會出現沙蟲XD，總之對我來說這個遊玩是個很好的回憶,沙丘
，這次選擇看IMAX版本非常享受，超級喜歡音效，畫面也非常震撼，一片沙漠真的是光看就，很美，也很喜歡各種翼型機的設計，光是看到某人、某人之類的名詞出來就覺得很嗨，，香料採礦什麼的也真的好懷念？，然後就是一直在等沙蟲出現，最後出現的那幕覺，得真的夠震撼,沙丘
，覺得這次的觀影情況感受很奇妙，對我來說世界觀的背景就像是回憶一樣很自然而然，但，是故事劇情本身對我而言又是陌生的，我是第一次看某人的故事，對我來說電影中的劇情，確實有些不合理之處，其中最不能接受醫生怎麼能這麼簡單就搞垮個大家族，真的很傻眼，,沙丘
，但是各種視覺及世界觀的呈現已經足夠讓我大大滿足，IMAX的效果對我來說還是值得好雷，,沙丘
"雷文防雷資訊頁，被朋友拉去看沙丘，看之前有先跟我說這部世界觀很大，要先做功課才可以，以及這部片小說很厲害，出了六本巴拉巴拉，我也就看了某觀影前須知的影片才去看電影，心得就是：粉絲向作品，畫面跟音效很壯闊，但整部都在醞釀一個東西，就沒了，建議N部曲出完再一起看，不然很悶，憑什麼看電影需要做功課？所以我歸類為粉絲向，但，做功課確實增加了我的觀影體驗，例如看到有人在問：為什麼胖子會飛？，因為他胖到需要用反重力裝置才不會死，這個在電影內也沒有講，而且這種不是劇情片，所以根本也沒啥東西好雷，不然看過的人試著用一句話爆雷試試？，所以我會建議還是做個功課，雖然令人反感，我也就看了十多分鐘的須知影片，體驗就不錯了，然後整部戲就是在告訴你：主角覺醒了，但我覺得後半部分，慢動作用得太多，一直回想主角做夢畫面也用的太多，真的讓人覺得很拖，然後整部電影沒有一個完整的感覺，只有起承轉合的""起""，再給我一次機會，我會等它出完再一次看，這部的世界觀的確讓人覺得有趣，只是這也是小說的功勞，不是你這電影的功勞就是，優點也就音效跟畫面了",沙丘
很推這部，畫面氣氛震撼，故事節奏緊湊，每個細節都蘊含大量資訊，，算是成功把本來宏大的世界觀帶入電影,沙丘
同行朋友表示讓人看了都震撼到起雞皮疙瘩了,沙丘
，本來小說情節就很有潛力，加上現代的特效，還有編劇，，主角個性成功塑造，平日溫和近人內斂，出事時一鳴驚人勇敢果斷，，公爵的品格高尚、反派的兇殘，形象一一確立,沙丘
，要說近幾年大場面、劇情兼具讓我推薦可以進電影院觀賞的電影，這部絕對有前三,沙丘
，我和同行朋友都很喜歡，但電影結束後我也有聽到旁邊有人說這部在拖戲、看不懂之類，，這邊針對一些人表示看不懂拖戲做一些評論:，我個人進電影院看電影前一定會做功課，，了解劇情大致說甚麼，要注意甚麼細節等等，畢竟看電影也是花錢，，先做功課也能汰除些雷片,沙丘
，但同行朋友則完全沒有補充先備知識，但仍表示8成都看得懂，少數不明白，，例如:為什麼那個胖子會飄之類,沙丘
，因此我認為劇情有無先備知識都看得懂，只是沒有先做功課的話會更需要全神貫注的看，，才不會遺漏,沙丘
本片將宏大世界觀帶入電影，許多細節都涵蓋大量資訊，，一不留神就會遺漏,沙丘
最後覺得許多情節只是在拖戲，但其實中間早就一堆資訊飛過去了,沙丘
，當然要我說，張震說中文部份還是有點出戲,沙丘
算是少數缺點,沙丘
雷文防雷資訊頁，首先從缺點說起好了    本片的打鬥場面真的完全對不起畫面、音效的超高水準，尤其在隔壁的電影工廠最近才上了一部高水平武打的《尚氣》，兩相比較就真的很悲劇，在劇情上轉捩點的某人醫生的背叛，以及某人家族遇襲後的自殺式衝鋒，這是我認為處理的最潦草的兩個部份,沙丘
先不論一個醫生怎麼就能癱瘓整個基地的防禦系統，很多人認為某人那麼簡單就相信了敵對勢力會放了他老婆的承諾真的很蠢    但我認為，其實醫生可能早就知道老婆沒救了，那時的他心裡想的可能只剩下復仇，所以才在公爵的嘴裡裝上毒氣，製造一個可能玉石俱焚的局面？是說公爵嘴裡噴出毒氣的情節感覺好適合拍成牙膏廣告    ，至於某人家族遇襲後的反應…感覺真的看不出宇宙第二大家族的水平    並且前面描寫的將軍和晶算師也消失得很突兀？但沒有明確給出死亡的畫面，也許會做完下一部有力的友軍再出現吧？，那再來要講到我個人非常喜歡的部份了,沙丘
因為最近才看過《裸體午餐》，如果說裸可以總結成《嗑藥仔的奇幻旅程》，那沙丘我覺得就是《太空嗑香料仔的奇幻旅程》,沙丘
，香料，宇宙中最稀缺的資源，可以激發人類的潛能，讓人擁有預知、靈視、感應等能力,沙丘
，主角某人在抵達初抵達沙丘的劇情中，曾經用姐妹會所散播的迷信來形容某人人的救世主信仰，但信仰和迷信之間的關鍵區別是什麼？，當我試著從探討宗教、文化的觀點來看這部片時，我發現除了壯闊的畫面和音效外，這部電影似乎還想傳達更多東西？，從預見的畫面和實際發生的情節，可以延伸討論到發生的未來和抉擇間的因果關係,沙丘
還有方才提到的，信仰和迷信的區別？由於宗教某種程度的超驗性，對相信的人來說宗教就是信仰，不信的人自然就覺得是迷信,沙丘
但在一個全知者可能真實存在的世界觀中，相信救世主存在究竟該被視為一種信仰，還是某種自然系統存在的法則？，最後我想討論到沙蟲,沙丘
作為沙漠中最危險的災禍，或許可以視為某種有意識的天災，毫不意外沙蟲會成為某人人文化中的重要象徵,沙丘
電影中為了保持某人人的神秘性，其實並沒有很完整的介紹他們的信仰體系,沙丘
但從一位某人生態學家，和某人軍團同歸於盡時所說的我們都屬於沙蟲，還有其在片中所呈現的形象，或許其代表著一種死亡、歸屬的象徵？，在片中有一幕是在清晨的微光中，主角某人和巨大沙蟲互相凝視的場景,沙丘
嚴格來說用凝視這個詞並不準確，因為沙蟲不是用眼睛看    但當沙蟲長滿尖牙的巨嘴對著你，中間是深邃的黑暗，給我一種彷彿凝視著死亡的恐懼，在恐懼中，卻又不可思議的蘊含一種平靜的氛圍,沙丘
，這是整部片裡面我最喜歡的一個片段，總結：這部電影確實說不上完美，但其敘事和畫面音效呈現都絕對對得起眾人的稱讚,沙丘
比較有爭議的敘事不完整的部份，如果以還有第二集的角度來看也還可以接受，非常推薦觀賞的一部電影,沙丘
雷文防雷資訊頁，老實講我覺得看這部電影之前不太需要做啥功課，我看完還是如此認定，畢竟其他什麼門塔特蘇克醫生，也只是帶一下，不知道根本不影響到劇情體感，你唯一只需要要知道的是：香料能延年益壽、開發心靈潛在能力，是興奮劑也是迷幻劑更是貨幣，，頂多再知道貝尼潔瑟睿德姐妹會在控制宇宙走向，這樣就行了，因為其實這部拍得敘事手法很好，你不需要去看網路那些啥懶人包、背景，電影都交代的很完整了，不要去看超立方懶人包，不是因為討厭他，是因為他在唸原文的時候一直怪腔怪調,沙丘
，此片沉浸感很夠，音樂、剪接、分鏡都做得很到位，包括光影，暗戲也不會讓人覺得看不清楚，觀影中間看一次手錶才發現已經過了一個半小時，也有可能是因為我用IMAX觀影，整個人可以很好的浸入，當時只求這部電影不要太快結束,沙丘
，角色之間沒有很多台詞，但你透過畫面完全可以體驗出緊張感，也能透過壯闊音樂跟宏大的場景銜接上，好幾次我都是雙手握緊在替主角擔心，雖然我知道他不會死啦,沙丘
，打鬥場景就水過去而已，整體故事進度老實講也沒推動多少，就稍微帶一下各組織，主角家庭跟其他氏族，還有星球原住民，採礦機，大蟲子，然後一路到主角剛開始為了當救世主而加入原住民而已,沙丘
，也有可能是我先前已接觸過《戰錘40K》，對科幻還有那些組織的強制準則，例如姐妹會的核心理念誕生救世主沒有很大的抵觸，像是為啥不反抗啊為啥不怎樣啊，但其實要考慮到那些角色從小就是被那樣教育，根本不會想到違反準則,沙丘
，可能有人會覺得：啊科幻就是現實不會發生的有啥好抵觸的？這你就錯了,沙丘
，對你來說未來高科技是啥樣？《機械公敵》那樣有滿滿人工智慧，還是《哆啦A夢》那樣大樓林立一堆高科技交通工具在天上飛？，在《戰錘40K》跟《沙丘》裡，科技只是一環，其他還有魔法、心靈,沙丘
這也是我感覺《沙丘》格局比《戰錘40K》小的原因，因為在戰錘的世界裡，除了高科技、魔法，還有祕術、邪神、多種族、多宇宙，光是種族就一大堆除了人類還有異型、靈族、獸人、死靈…而且《沙丘》的舞台圍繞在這顆某人星，但《戰錘40K》的宇宙可是從地球到宇宙盡頭，乃至邪神的國度，扯遠了,沙丘
，我一開始接觸到科幻也蠻納悶的：人類科技已經來到巔峰了，怎麼還會要去探求那不切實際的概念？後來我得出的結論是：科技樹是會一直累積點上去的，而實際的東西能掌握之後，就會想去再藉助不可名狀的力量，好難表達，就類似你很有錢之後會想要透過拜神求佛來更有錢那樣,沙丘
，電影中主角時不時出現嗑藥太多在窺視未來夢境錯亂而一直出現千黛亞，老實講他媽有夠煩,沙丘
千戴亞不是很正，每當我在感受電影其他氛圍，她的屎臉就一直跑出來，又沒多有料一直跑出來有夠出戲，但老實講整部片還是很好看，畢竟它把那無以名狀只能透過想像的科幻畫面給具現化了出來，實屬不易,沙丘
，總結：沒看過小說可以直接看，要看熱血打鬥那是沒有，建議選IMAX會有極佳觀影體驗，別太期待有很多劇情進度，要先當前傳看才會舒服一點,沙丘
雷文防雷資訊頁，剛看完沙丘有點理解人家說要看就看iMax版本的原因了，整齣電影蠻大部分應該是欣賞爆破跟大漠風光，但我只是看Atmos版本而已，聲音雖然比較立體，但是會覺得電影原聲帶普普，Hans Zimmer式的配樂，咚～～～～～的那樣聽久了其實蠻累的，整體節奏蠻慢的，但是慢歸慢卻沒有什麼帶入感，沒有很沈浸在這個角色的感覺，然後內容與劇情後來想想還蠻少的，蠻多在旁敲側擊帶出世界觀，但顯現的世界觀架構以我的感覺大概不到一半，很多覺得會是後續會解釋原因的畫面，話說雖然iMax畫面會好看很多，但不只一幕我瞬間被閃瞎,沙丘
，看iMax的應該更嚴重吧，沒很喜歡這種感覺，如果是必要的就算了，但以我印想來說很像只是過場畫面而已，瞬間閃瞎眼睛害我只能閉眼睛聽，看完稍微有點失落，能理解這是一個多集才完整的故事，但如果要很多集，我會怕不一定能整個系列拍完，整體來說第一集，劇情推動少，主要帶出世界觀，但世界觀又太大感覺沒講多少東西，畫面我認為中上，沒到驚艷，看iMax的應該好很多，音樂普普有種沙漠=中東的感覺，主要還是覺得劇情節奏太慢，換來的畫面又沒有很驚艷的感覺，話說他母子也太強了吧，momoa說他少數瀕臨死亡的感覺，他兒子跟他媽感覺就單挑虐菜，而且對手,沙丘
也像是一等一的高手，以過程來說就像是大人打小孩一樣，有點出戲，還有最重要的“香料”，香料是能源還啥東東，電影沒啥著墨搞得有點霧煞煞，講著講著，覺得偏向微負雷了，希望別被噓太慘,沙丘
雷文防雷資訊頁，#呼朋癮伴 #朋の影癮，“FLOW” 沙丘 Dune，2021，我完全不推薦兩種人進戲院看這部：一是期待看到熱血動作爽片,沙丘
二是想看一部完整故事的朋友,沙丘
，這次的《沙丘》不符合上述你的期待，除了浩瀚的畫面、逼人的音效到甜茶的盛世美顏,沙丘
我不覺得抱著錯誤期待的觀影者能喜歡這部作品,沙丘
，以下難免有雷，但已盡力避免,沙丘
，與其拿它跟其他科幻小說改編的電影，或扁平如《阿凡達》我更傾向當它是外皮是《權力遊戲》和《駭客任務》的結合體，而骨子裡滿滿哲學思辨,沙丘
，透過古典的劇場式推進，《沙丘》說故事上顯得中規中矩，將心力都放在製作出一個無比蒼茫、廣袤的新世界,沙丘
用一百五十分鐘，我們認識了一個全新的宇宙及文化，並為此深深著迷,沙丘
也能理解故事中每個角色的行為動機，與世界觀相互呼應,沙丘
，在這些行為或說是台詞的背後，每一句話都有其深層含義,沙丘
打從一開始就被預言是救世主的主角透過夢境來自我認定、母親？用什麼身分保護自己的孩子，以及帝王與家族間的爭鬥,沙丘
這些都是《沙丘》不若一般科幻作品之處，同時也更用緩慢的步調去思考：自己與責任,沙丘
，而看這樣的一部電影，似乎實際上也不用想的那麼多，當作花兩三百看大銀幕上的世界奇觀也是種享受,沙丘
感受它，然後隨著流動，這是部只能進戲院且請盡可能看IMAX的傑出之作,沙丘
，-，夢境是來自深層意識的訊息,沙丘
剛看完沙丘，趁著記憶還在趕快來寫篇心得，這次看的是4DX的版本，雖然板上大多推薦IMAX看畫面，但是看完後我是覺得這部片應該要去看4DX才是最適合的，原因請聽我娓娓道來，首先，沙丘這片的重點其實就如標題說的，第一部感覺就是在架構一個全新的龐大世界觀，劇情的部分其實沒什麼好探討的，典型的天選王子復仇記順便找夢中情人，雖然單調了點，但是好處是讓我這種完全沒看過原著的人，也不用花太多心思去思考劇情到底在幹嘛，可以更加沉浸在畫面與音樂中架構出沙丘的世界，在一堆需要“做功課”才能進場搞懂劇情的作品裡，沙丘這片花大篇幅去慢慢講述一個世界的作品，反而是另一種純粹的享受，當然，在經歷了現在主流商業大片的快節奏轟炸下，沙丘的慢節奏的確會讓人有些不適應，所以這邊特別推薦觀看4DX的版本，他會在適當的時機叫你起床X，其實4DX最主要的是讓觀影的沉浸感更加強烈，隨著蜻蜓機搖曳 感受沙漠的風暴，姐妹會拜訪時冰冷的暴雨呼應母親心中無助，醫生的毒標鑽過防護罩重擊在公爵背上時的衝擊，還有首領的口水，以上總結一下，其實我覺得沙丘是一部你不進影院觀賞真的很可惜的作品，畢竟影院提供給觀眾跟串流最直接的差距就是畫面和音響的感受，而沙丘剛好就是把畫面和配樂的技能樹點到頂的作品，不在大螢幕去體會浩大的沙漠和沙蟲的震撼實在可惜，沙丘或許不是一部適合約會的爽片，但他一定是一部適合放鬆去感受的好作品,沙丘
雷文防雷資訊頁，以前只有小說第一部，趁這次電影翻拍 買齊六部完整小說，第一部小說700頁 電影大概才拍到300頁，以下有小說第一部雷，對於撲翼機蜻蜓機 的呈現方式 覺得蠻有趣的，某人人大軍進攻厄拉科星球 突襲的方式 先轟炸 然後迫降軍隊 看得很過癮，對於選角 原本以為 野獸班拉德克斯會讓我想笑 結果並不會，反倒是 蜘蛛人的MJ讓我很出戲，對於電影 抓內奸的戲份 沒有把互相猜疑這部份拍出來 我覺得很可惜，尤其是 某人媽 和 年邁的晶算師 對峙 的戲份是非常有張力的橋段，老晶算師對於 父不詳又是神秘教會的某人媽 保持猜疑，某人媽 為愛子 獻身的決心  某人媽這時還不知道自己的老爹是誰，另一個可惜的是 某人 在沙丘吸收散佈空氣中的香料後，體內慢慢覺醒的能力 讓他性情轉變，開始意識到從小 被某人媽 灌輸的教育 讓他喚醒了體內的某個靈性，電影裡這部份描述一直都是夢到MJ 我是看得很傻眼，沙丘  大致上 我個人評價是 適合看大螢幕的作品，用電腦螢幕真的 就算了!,沙丘
終於看到《沙丘》,沙丘
不曉得是下班去看太累還是配樂音效本身就是要這麼磅礡，電影過一，半左右，我的頭就開始痛，直到結束都沒有停下來,沙丘
上一部這種狀況且更為嚴重的是，《敦克爾克大行動》,沙丘
想想，還好沒去看IMAX版或泰坦廳，不然應該痛苦加倍,沙丘
，不過，看的時候，有覺得這部片的IMAX應該會更好,沙丘
許多畫面，讓人覺得上面應該還會有，一塊的感覺,沙丘
還好我個人對此也不太追求，短期之內不想再承受一次這種等級的聲音刺激，,沙丘
，回到電影本身,沙丘
這類片並非我所偏好，但觀看且進入到全新世界的感覺，大概是在《天能，》之後，第一部讓我覺得值得的電影老實說這幾個月進電影院的次數實在也不多啦,沙丘
，此外，比預期還要多的熟面孔對長期看電影的人來說，這陣容說是眾星雲集，不為過，，如室友所說：根本美漫角色大集合看過的人會懂,沙丘
，至於讓眾多少女為之瘋狂的甜茶，我倒是,沙丘
很還好只能說從來不曉得少女心為何？，,沙丘
倒是沒有認出史戴倫史柯斯嘉明明滿喜歡這位演員的啊覺得ＱＱ臉盲沒藥救，，然後佩服都可以明確認出他來的室友幾乎所有著名演員都被認出來了,沙丘
對於這部片一開始沒啥概念，預告看完也還是霧煞煞，後來才知道是小說改編，剛剛看完了覺得劇情有點空洞，某人家族不是說很強嗎，突然一個晚上就滅了 挺妙的XDD，而且節奏好慢 有幾幕看到快睡著，但本人看IMAX 那個畫面真的很美，香料的細節等等 重點是男主角很帥，但如果適合節奏緊湊的不建議觀看，可能會很痛苦XD,沙丘
雷文防雷資訊頁，改編自美國作家法蘭克‧赫伯特於1965年出版、被譽為科幻聖經的同名小說，在1984，年曾經翻拍為電影《沙丘魔堡》，由名導大衛‧林區執導，不過，不但票房與評價慘兮兮，，讓影迷大失所望，就連導演本人都視為黑歷史,沙丘
除了電影之外，《沙丘》系列也被改編，成電腦遊戲、電視劇與桌上遊戲，不論評價如何，都一直受到全球書迷的歡迎,沙丘
如今，活，在沙丘宇宙，信奉沙丘教的子民，終於盼到同為書迷的導演丹尼滓䘏コエ牷A將書中的科，幻世界，忠實且成功地搬到大銀幕上,沙丘
，《沙丘》是一部揉合了動作戰爭、宮廷鬥爭、商業陰謀、生態學與宗教預言的科幻經典,沙丘
，故事敘述聰明又富有天賦的某人‧某人，肩負著超越自己能理解的偉大天命，必須遠行，至宇宙中最危險的行星，以確保家族未來的延續,沙丘
，既然多數場景都在沙漠，《沙丘》裡的畫面自然不可能生氣蓬勃，但即便沒有充滿多樣動，植物的豐富生態系，片中出現了不少蟲的意象，這可能也與弗雷曼人將沙蟲沙胡，陸奉為不朽、永生的生物有關,沙丘
某人一家剛抵達某人星時，少主某人就差點被暗殺，，殺手使用的武器尋獵鏢就是以昆蟲的形體出現，不論它究竟是果蠅、甲蟲、蒼蠅還，是蚊子，難以捉摸與神出鬼沒的特性肯定是有的,沙丘
雖說最後被某人一掌捏爆，觀眾想必本，能上就會非常厭惡,沙丘
，撲翼機的細節也極為細緻，某人與母親蕾貝卡衝進風暴之中時，機翼一一斷折,沙丘
本來以為，撲翼機是譯者的譯文，但其實撲翼機是如昆蟲或鳥類一般上下撲動翅膀的航空器，,沙丘
所以，不管片中的飛行器究竟像鳥還是蜻蜓，都可以被稱為撲翼機,沙丘
最後，當然不，能遺漏《沙丘》裡具有舉足輕重地位的沙蟲,沙丘
除了弗雷曼人尊祂為神之外，與其有關，的設定，無論是龐大又駭人的外型、取之牙齒所製的晶刃匕，還是追隨固定頻率而狩，獵的習慣，都從平面的紙張中躍出成為銀幕上立體的生物,沙丘
，導演過去的作品《異星入境》也曾將語言的美與重要性融入到科幻電影當中，這一次也不，例外,沙丘
飾演家醫的張震，在某人要接受貝尼‧傑瑟雷特姐妹會的考驗之前，用中文叮囑了，他一些事,沙丘
但是，旁邊只有蕾貝卡在，如此安排應該暗指某人的中文是某人醫師教他的,沙丘
，另外，蕾貝卡在片中不只一次用手語與人溝通，其中最有張力的一次便是母子倆被綁走時，，為了使用魅音而以手語告訴某人，其中一位某人人是聾子,沙丘
最重要的，當然就是，代表貝尼‧傑瑟雷特能力的魅音了,沙丘
這個能夠全面控制聆聽者的超能力，讓人想到《，潔西卡‧瓊斯》裡的紫人與《哈利波特》裡的蠻橫咒,沙丘
不同的是，姐妹會並不是，運用魅音來作惡，而且，《沙丘》影響了眾多影視作品，即使不是科幻電影，還是可能有，《沙丘》的影子,沙丘
，不少人覺得對沒讀過原著的人來說，《沙丘》太過複雜，很難理解,沙丘
的確角色多了點，名，字難記了些，但其實每個碰觸到的議題，導演都講得滿清楚的，不至於讓觀眾一頭霧水,沙丘
，《沙丘》的故事核心就是以大氏族之間的宮廷鬥爭為主，自然會提到忠誠的問題，，而片中利用三個不同的面向來討論這個議題，完整性更高,沙丘
，某人與葛尼這兩位某人家族的劍術大師與武器大師象徵忠誠，兩人不僅傳授某人格，鬥技巧，也是他分享心事與生活的對象,沙丘
葛尼就像嚴師，不容許某人以情緒當藉口拒絕練，習，板著一張臉，但其實相當關心某人,沙丘
某人則如益友，與某人無話不談，對某人家族，的忠心程度讓他甘於奉上自己的生命，死而後已,沙丘
，反觀片中的叛徒某人醫師，礙於妻子在男爵手上，只好出賣某人公爵，交出公爵前還告，訴他自己已想盡辦法幫助某人,沙丘
雖然某人醫師也是出於無奈，而少主也的確受到逃生包幫，助很多，但仍掩蓋不了他背骨的事實，更悲傷的是，都出賣家國到這種地步，最後還是難，逃一死，真的十分不值,沙丘
全片唯一比他悲情，比他可惜的角色，非某人公爵莫屬了,沙丘
不，只被家醫出賣，就連死前最後一擊都沒能成功，真的是欲哭無淚,沙丘
，另外，《沙丘》也是一部以宗教預言立基的作品,沙丘
光是第一集就已經明示暗示、有意，無意地指出某人是彌賽亞,沙丘
與基督宗教不同的是，耶穌早已知道自己是救世主，來到，世上是要說服人類相信,沙丘
但《沙丘》裡卻正好相反，在弗雷曼人的傳說，或者迷信裡，，早已聽聞關於彌賽亞的一切故事，因此當某人與蕾貝卡兩人一同出現，彷彿聖母瑪，利亞與耶穌一同降臨似的，弗雷曼人馬上將之與預言連結在一起,沙丘
眾人都對該符碼所代表，的意義感到熟悉，但本人卻如入五里霧，不禁讓人聯想到《駭客任務》，而如同《沙丘》，裡所說這只是開始而已，《駭客任務》第一集片尾的電話亭畫面，同樣預示了這只，是開始而已,沙丘
，《沙丘》的背景設定在西元一萬多年以後的未來，從各大氏族的科技發展不難看出人類文，明發展程度已經突飛猛進，但視覺上卻給人一種宛如《銀翼殺手2049》與《瘋狂麥斯：憤，怒道》般的後末日感,沙丘
充滿科技感，既前衛又先進的灰色建築，給人冷冽的感覺，其，上的光影營造出雖說是大氏族，但並不如我們想像中的那種風光，而是歷經滄桑後的屹立，不搖,沙丘
整體的氣氛與質感，傳達出的是雖然人類發展出新文明，但曾經衰敗的一切都已經，回不去了,沙丘
